"SNP","norm.spread"
1,0.2288139957807413
2,0.5004596238943889
3,0.04624865086669315
4,0.021711533503118823
5,1.0329025698923189
6,0.8900118468789643
7,0.3833576295487623
8,0.9852097941249653
9,1.7307401326694083
10,1.0275417234612876
11,0.6241883306540484
12,0.7810802774770003
13,0.7404831836647883
14,1.0311383402019583
15,0.3724305861341981
16,0.6505905082644847
17,1.6823168845931908
18,0.6842157377670374
19,0.13506893664519476
20,0.42804471828823204
21,0.5537886318747137
22,0.20220817620533274
23,0.7188570558201679
24,0.5664385843613474
25,0.47849838007305573
26,0.1926566305819444
27,0.5762916746281552
28,1.4159423096059893
29,0.49726434689401766
30,0.058871044429204794
31,1.0101981134447555
32,0.6357475604718344
33,0.8630661875226538
34,0.658168547348305
35,0.39597670358279524
36,0.015042237700376122
37,0.7750784700201488
38,1.0787159451149908
39,0.7174166065242078
40,0.022483673486452384
41,0.24306768790153388
42,0.27675968431103765
43,0.49059275404018426
44,0.003491036510567878
45,0.44123480752315664
46,0.21678354990960058
47,0.11623560095296916
48,0.7220342150550986
49,0.6708923901442456
50,0.2975118678358673
51,0.6653842656768766
52,0.047397879347600674
53,0.6462561145561622
54,0.10303191894260785
55,0.5944762787772898
56,0.6042172071991966
57,0.35717129226046096
58,1.1792521177526407
59,0.525577252245755
60,0.1341222649413451
61,0.23527399899671234
62,0.30851159834955216
63,0.5050152723262625
64,1.1156072386913758
65,0.12987433814232938
66,0.5594456961931376
67,1.3214664550473338
68,1.6892426995309164
69,1.0725231880745951
70,0.6345020315475756
71,0.7181658698775707
72,0.1666817549516561
73,1.1293891334098358
74,0.19272640621542936
75,0.12785351416956311
76,0.35637267260745503
77,0.25469915711976954
78,0.07924988451811918
79,0.531947109536919
80,0.4874485457571497
81,0.4874485457571497
82,0.9116751088966046
83,1.0035849969025792
84,0.9457661351998793
85,0.4336115978649679
86,0.7188570558201679
87,0.7188570558201679
88,0.4299183948395544
89,0.4794480644198778
90,0.8114239654434228
91,0.5820943263739121
92,0.2881851842010096
93,0.7330281296372176
94,0.1037650025005532
