"SNP","norm.spread"
1,0.22917899535833824
2,0.5005392764908394
3,0.04610013230838946
4,0.021705125261197434
5,1.0334538072492516
6,0.8902674534465913
7,0.38320320361807486
8,0.9851791502312254
9,1.730223783434545
10,1.027695932608056
11,0.6248038119318673
12,0.7808711010255014
13,0.7412747775415838
14,1.0312370915466418
15,0.37220399359314427
16,0.6500919363560425
17,1.6825467526646867
18,0.6838993887913885
19,0.1352319978792277
20,0.4280096482757348
21,0.5537966479907803
22,0.20226169276476105
23,0.7188322618078246
24,0.5663027914910547
25,0.47861506670963083
26,0.19282078332394434
27,0.5761843470603429
28,1.4163225140019209
29,0.4973216301595844
30,0.05859022734513076
31,1.0099629902161074
32,0.6352167297870777
33,0.8632854241843156
34,0.6578828544255115
35,0.3961422535361203
36,0.015064760272942094
37,0.775013005123222
38,1.0787263503097153
39,0.7172741323704233
40,0.02313869423857613
41,0.24275350175597193
42,0.2764780751923675
43,0.4905661243203957
44,0.003002045332200827
45,0.44159294830861273
46,0.21695427822763305
47,0.11597840247538681
48,0.7220108761399671
49,0.6705796966035621
50,0.29711360431620426
51,0.6657413566497834
52,0.04750652918156576
53,0.6456371232112181
54,0.10368753867244797
55,0.5944894013949868
56,0.6043226788658297
57,0.3570320443922936
58,1.1796816049586463
59,0.5253721438972888
60,0.13357416340156314
61,0.23496944380700732
62,0.30868061263646385
63,0.5058012218897783
64,1.115950320369483
65,0.13016373014552168
66,0.5593142230895879
67,1.320951597328053
68,1.6891178093324515
69,1.0728708944420402
70,0.6344963335265953
71,0.7189509358130419
72,0.16611095086459524
73,1.1293003289818042
74,0.19342716333356166
75,0.1282719345225519
76,0.3564298831436666
77,0.2547671406023546
78,0.07913118553502413
79,0.5321355736900899
80,0.4872135714063053
81,0.4872135714063053
82,0.9122192301698424
83,1.0041332556973301
84,0.9461248396131378
85,0.4337236715517
86,0.7188322618078246
87,0.7188322618078246
88,0.4299633016935213
89,0.47945109809178615
90,0.8112242663517522
91,0.5823777781479127
92,0.28830901231524186
93,0.7332256838227695
94,0.10404597087870525
