"SNP","norm.spread"
1,0.16080151264518308
2,0.37919576517480375
3,0.03628350217080533
4,0.016545738883591486
5,0.7195584316474037
6,0.6637412203800181
7,0.28894462678323357
8,0.7539487319243152
9,1.1271610338896225
10,0.7817312396033996
11,0.41550115867163967
12,0.5820916906499334
13,0.46737411861781564
14,0.7886451368733908
15,0.2775472151479893
16,0.4427449003521924
17,1.2995402058172292
18,0.4961687748076131
19,0.09956933017471954
20,0.32542448676446567
21,0.42147606943316784
22,0.15278323581742012
23,0.5480231419976791
24,0.4275145936080917
25,0.3609841582665986
26,0.14279760627352556
27,0.4364133880344055
28,1.0517474003198333
29,0.37741379522561136
30,0.045901002370466876
31,0.7488491195945093
32,0.42727512260529654
33,0.6473868926341357
34,0.4816034989761884
35,0.2959682286986813
36,0.011171224275338967
37,0.5900101463229958
38,0.8281430767529019
39,0.5411439568009746
40,0.008864267664590326
41,0.17894783726089464
42,0.2047364030469842
43,0.3731593004284536
44,0.006981262768521777
45,0.3156743439067574
46,0.16071143626289303
47,0.08805355776731218
48,0.5504907563423388
49,0.48711489493617127
50,0.21337440898531956
51,0.48094039400635297
52,0.03461172480139067
53,0.4179384272725365
54,0.06119297073763867
55,0.45262509847910193
56,0.4575466106138664
57,0.2697925915396401
58,0.8558206721283232
59,0.3923263090126559
60,0.0948486133383216
61,0.1736951623475482
62,0.22979382232379325
63,0.31270050420709555
64,0.8238736321018937
65,0.09205025072875112
66,0.42247178588890366
67,0.8734401856258951
68,1.301498890195657
69,0.789816655032227
70,0.4833851403052775
71,0.4535061776515896
72,0.11571994869252387
73,0.8623291726352662
74,0.11755882023179275
75,0.08618514494954667
76,0.26992055717137203
77,0.19235848028119018
78,0.06097190316492117
79,0.39748880318526886
80,0.3618407064422591
81,0.3618407064422591
82,0.6320972607094413
83,0.6985780585806978
84,0.6910753442421093
85,0.3270051131154072
86,0.5480231419976791
87,0.5480231419976791
88,0.32625405403136515
89,0.364643064751108
90,0.6059800006058127
91,0.4271773001044307
92,0.2161999622974106
93,0.5498324924102854
94,0.0731545477609526
