"","0","1"
"EV_0",0.413336123866848,0.384180973983533
"EV_A",0.104016029366927,0.103978402594831
"EV_B",0.184475218708974,0.17989419206954
"EV_C",0.0585330602830718,0.0777560826143675
"EV_AB",0.0710228118489405,0.0709677066184223
"EV_AC",0.0121739784649876,0.0121019825714756
"EV_BC",0.069799620406916,0.0797151963991327
"EV_ABC",0.086643157053335,0.0914054631486979
"SD_0",0.00792026561402323,0.0101014714955636
"SD_A",0.00491013742273864,0.00633900324828892
"SD_B",0.00623851163807392,0.00797689140453298
"SD_C",0.00377569186247207,0.00556135029267011
"SD_AB",0.00413137719055261,0.00533256251446787
"SD_AC",0.00176380222916716,0.00227077698208572
"SD_BC",0.00409834182332573,0.00562499123913217
"SD_ABC",0.00452460602116353,0.00598496068894702
"post.theta_0",1597.36518855487,890.365188554872
"post.theta_A",401.976925723421,240.976925723421
"post.theta_B",712.91686233475,416.91686233475
"post.theta_C",226.204939459592,180.204939459592
"post.theta_AB",274.472422539402,164.472422539402
"post.theta_AC",47.0471567407748,28.0471567407748
"post.theta_BC",269.745317126622,184.745317126622
"post.theta_ABC",334.838294820983,211.838294820983
"opt.theta_0",30.3651885548724,NA
"opt.theta_A",7.97692572342129,NA
"opt.theta_B",13.9168623347495,NA
"opt.theta_C",5.20493945959183,NA
"opt.theta_AB",5.47242253940151,NA
"opt.theta_AC",1.04715674077482,NA
"opt.theta_BC",5.74531712662244,NA
"opt.theta_ABC",6.83829482098253,NA
"max.spread_0",2.27130662516845,NA
"max.spread_A",0.00469263855420166,NA
"max.spread_B",0.452371626809526,NA
"max.spread_C",2.85974357453385,NA
"max.spread_AB",0.0081689389032695,NA
"max.spread_AC",0.0250393215375536,NA
"max.spread_BC",1.42472036808728,NA
"max.spread_ABC",0.634738269819502,NA
