"","A","B"
"EV_0",0.39910957463384,0.422984332341942
"EV_O",0.104188797334024,0.102865485887047
"EV_M",0.182491111849527,0.184463777374097
"EV_T",0.0685006658284841,0.0486203330240393
"EV_OM",0.0713246459390273,0.0690503672803663
"EV_OT",0.012199377059547,0.0118347871097499
"EV_MT",0.0730947015626958,0.0758673559602207
"EV_OMT",0.0890911257928552,0.0843135610225377
"SD_0",0.00676668797562345,0.0162821776989958
"SD_O",0.00422134835546588,0.0100119845374741
"SD_M",0.00533702866843555,0.012783027503142
"SD_T",0.00349036709996268,0.00708830577916723
"SD_OM",0.00355618387004235,0.00835608089564553
"SD_OT",0.00151682651138406,0.00356411371793793
"SD_MT",0.00359660767334507,0.00872672271855594
"SD_OMT",0.00393629034982437,0.00915753641289661
"post.theta_0",2089.99068072654,388.990680726537
"post.theta_O",545.598575689374,94.5985756893738
"post.theta_M",955.639120987894,169.639120987894
"post.theta_T",358.712900677566,44.7129006775664
"post.theta_OM",373.501050320449,63.5010503204487
"post.theta_OT",63.8836700134644,10.8836700134644
"post.theta_MT",382.770183393061,69.770183393061
"post.theta_OMT",466.537598887048,77.5375988870481
"opt.theta_0",25.990680726537,NA
"opt.theta_O",6.59857568937381,NA
"opt.theta_M",11.6391209878943,NA
"opt.theta_T",3.71290067756642,NA
"opt.theta_OM",4.50105032044874,NA
"opt.theta_OT",0.883670013464405,NA
"opt.theta_MT",4.77018339306098,NA
"opt.theta_OMT",5.53759888704812,NA
"max.spread_0",1.35403672600019,NA
"max.spread_O",0.121789931312278,NA
"max.spread_M",0.142405794095777,NA
"max.spread_T",2.51616036941417,NA
"max.spread_OM",0.25043457011775,NA
"max.spread_OT",0.0941252086256731,NA
"max.spread_MT",0.29375018553515,NA
"max.spread_OMT",0.479305085470639,NA
